"method","url"
"igraph_dot_product_game","https://igraph.org/c/html/latest/igraph-Games.html#igraph_dot_product_game"
"igraph_dqueue_back","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_dqueue_back"
"igraph_dqueue_clear","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_dqueue_clear"
"igraph_dqueue_destroy","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_dqueue_destroy"
"igraph_dqueue_empty","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_dqueue_empty"
"igraph_dqueue_full","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_dqueue_full"
"igraph_dqueue_get","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_dqueue_get"
"igraph_dqueue_head","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_dqueue_head"
"igraph_dqueue_init","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_dqueue_init"
"igraph_dqueue_pop","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_dqueue_pop"
"igraph_dqueue_pop_back","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_dqueue_pop_back"
"igraph_dqueue_push","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_dqueue_push"
"igraph_dqueue_size","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_dqueue_size"
"igraph_dyad_census","https://igraph.org/c/html/latest/igraph-Motifs.html#igraph_dyad_census"
"EAB","https://igraph.org/c/html/latest/igraph-Attributes.html#EAB"
"EABV","https://igraph.org/c/html/latest/igraph-Attributes.html#EABV"
"EAN","https://igraph.org/c/html/latest/igraph-Attributes.html#EAN"
"EANV","https://igraph.org/c/html/latest/igraph-Attributes.html#EANV"
"EAS","https://igraph.org/c/html/latest/igraph-Attributes.html#EAS"
"EASV","https://igraph.org/c/html/latest/igraph-Attributes.html#EASV"
"igraph_ecc","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_ecc"
"igraph_eccentricity","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_eccentricity"
"igraph_ecount","https://igraph.org/c/html/latest/igraph-Basic.html#igraph_ecount"
"IGRAPH_ECOUNT_MAX","https://igraph.org/c/html/latest/igraph-Basic.html#IGRAPH_ECOUNT_MAX"
"igraph_edge","https://igraph.org/c/html/latest/igraph-Basic.html#igraph_edge"
"igraph_edgelist_percolation","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_edgelist_percolation"
"igraph_edges","https://igraph.org/c/html/latest/igraph-Basic.html#igraph_edges"
"igraph_edge_betweenness","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_edge_betweenness"
"igraph_edge_betweenness_cutoff","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_edge_betweenness_cutoff"
"igraph_edge_betweenness_subset","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_edge_betweenness_subset"
"igraph_edge_connectivity","https://igraph.org/c/html/latest/igraph-Flows.html#igraph_edge_connectivity"
"igraph_edge_disjoint_paths","https://igraph.org/c/html/latest/igraph-Flows.html#igraph_edge_disjoint_paths"
"igraph_edge_type_sw_t","https://igraph.org/c/html/latest/igraph-Games.html#igraph_edge_type_sw_t"
"igraph_eigenvector_centrality","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_eigenvector_centrality"
"igraph_eit_create","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_eit_create"
"igraph_eit_destroy","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_eit_destroy"
"IGRAPH_EIT_END","https://igraph.org/c/html/latest/igraph-Iterators.html#IGRAPH_EIT_END"
"IGRAPH_EIT_GET","https://igraph.org/c/html/latest/igraph-Iterators.html#IGRAPH_EIT_GET"
"IGRAPH_EIT_NEXT","https://igraph.org/c/html/latest/igraph-Iterators.html#IGRAPH_EIT_NEXT"
"IGRAPH_EIT_RESET","https://igraph.org/c/html/latest/igraph-Iterators.html#IGRAPH_EIT_RESET"
"IGRAPH_EIT_SIZE","https://igraph.org/c/html/latest/igraph-Iterators.html#IGRAPH_EIT_SIZE"
"igraph_empty","https://igraph.org/c/html/latest/igraph-Basic.html#igraph_empty"
"igraph_empty_attrs","https://igraph.org/c/html/latest/igraph-Basic.html#igraph_empty_attrs"
"igraph_enter_safelocale","https://igraph.org/c/html/latest/igraph-Foreign.html#igraph_enter_safelocale"
"igraph_erdos_renyi_game_gnm","https://igraph.org/c/html/latest/igraph-Games.html#igraph_erdos_renyi_game_gnm"
"igraph_erdos_renyi_game_gnp","https://igraph.org/c/html/latest/igraph-Games.html#igraph_erdos_renyi_game_gnp"
"IGRAPH_ERROR","https://igraph.org/c/html/latest/igraph-Error.html#IGRAPH_ERROR"
"igraph_error","https://igraph.org/c/html/latest/igraph-Error.html#igraph_error"
"IGRAPH_ERRORF","https://igraph.org/c/html/latest/igraph-Error.html#IGRAPH_ERRORF"
"igraph_errorf","https://igraph.org/c/html/latest/igraph-Error.html#igraph_errorf"
"igraph_error_handler_abort","https://igraph.org/c/html/latest/igraph-Error.html#igraph_error_handler_abort"
"igraph_error_handler_ignore","https://igraph.org/c/html/latest/igraph-Error.html#igraph_error_handler_ignore"
"igraph_error_handler_printignore","https://igraph.org/c/html/latest/igraph-Error.html#igraph_error_handler_printignore"
"igraph_error_handler_t","https://igraph.org/c/html/latest/igraph-Error.html#igraph_error_handler_t"
"igraph_error_t","https://igraph.org/c/html/latest/igraph-Error.html#igraph_error_t"
"igraph_error_type_t","https://igraph.org/c/html/latest/igraph-Error.html#igraph_error_type_t"
"igraph_ess_1","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_ess_1"
"igraph_ess_all","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_ess_all"
"igraph_ess_none","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_ess_none"
"igraph_ess_range","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_ess_range"
"igraph_ess_vector","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_ess_vector"
"igraph_establishment_game","https://igraph.org/c/html/latest/igraph-Games.html#igraph_establishment_game"
"igraph_es_1","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_1"
"igraph_es_all","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_all"
"igraph_es_all_between","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_all_between"
"igraph_es_as_vector","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_as_vector"
"igraph_es_copy","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_copy"
"igraph_es_destroy","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_destroy"
"igraph_es_incident","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_incident"
"igraph_es_is_all","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_is_all"
"igraph_es_none","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_none"
"igraph_es_pairs","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_pairs"
"igraph_es_pairs_small","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_pairs_small"
"igraph_es_path","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_path"
"igraph_es_range","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_range"
"igraph_es_size","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_size"
"igraph_es_type","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_type"
"igraph_es_vector","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_vector"
"igraph_es_vector_copy","https://igraph.org/c/html/latest/igraph-Iterators.html#igraph_es_vector_copy"
"igraph_eulerian_cycle","https://igraph.org/c/html/latest/igraph-Cycles.html#igraph_eulerian_cycle"
"igraph_eulerian_path","https://igraph.org/c/html/latest/igraph-Cycles.html#igraph_eulerian_path"
"igraph_even_tarjan_reduction","https://igraph.org/c/html/latest/igraph-Separators.html#igraph_even_tarjan_reduction"
"igraph_exit_safelocale","https://igraph.org/c/html/latest/igraph-Foreign.html#igraph_exit_safelocale"
"igraph_expand_path_to_pairs","https://igraph.org/c/html/latest/igraph-Basic.html#igraph_expand_path_to_pairs"
"igraph_extended_chordal_ring","https://igraph.org/c/html/latest/igraph-Generators.html#igraph_extended_chordal_ring"
"igraph_famous","https://igraph.org/c/html/latest/igraph-Generators.html#igraph_famous"
"IGRAPH_FATAL","https://igraph.org/c/html/latest/igraph-Error.html#IGRAPH_FATAL"
"igraph_fatal","https://igraph.org/c/html/latest/igraph-Error.html#igraph_fatal"
"IGRAPH_FATALF","https://igraph.org/c/html/latest/igraph-Error.html#IGRAPH_FATALF"
"igraph_fatalf","https://igraph.org/c/html/latest/igraph-Error.html#igraph_fatalf"
"igraph_fatal_handler_abort","https://igraph.org/c/html/latest/igraph-Error.html#igraph_fatal_handler_abort"
"igraph_fatal_handler_t","https://igraph.org/c/html/latest/igraph-Error.html#igraph_fatal_handler_t"
"igraph_feedback_arc_set","https://igraph.org/c/html/latest/igraph-Cycles.html#igraph_feedback_arc_set"
"igraph_feedback_vertex_set","https://igraph.org/c/html/latest/igraph-Cycles.html#igraph_feedback_vertex_set"
"IGRAPH_FINALLY","https://igraph.org/c/html/latest/igraph-Error.html#IGRAPH_FINALLY"
"IGRAPH_FINALLY_CLEAN","https://igraph.org/c/html/latest/igraph-Error.html#IGRAPH_FINALLY_CLEAN"
"IGRAPH_FINALLY_FREE","https://igraph.org/c/html/latest/igraph-Error.html#IGRAPH_FINALLY_FREE"
"igraph_find_cycle","https://igraph.org/c/html/latest/igraph-Cycles.html#igraph_find_cycle"
"igraph_forest_fire_game","https://igraph.org/c/html/latest/igraph-Games.html#igraph_forest_fire_game"
"igraph_free","https://igraph.org/c/html/latest/igraph-Memory.html#igraph_free"
"IGRAPH_FROM","https://igraph.org/c/html/latest/igraph-Basic.html#IGRAPH_FROM"
"igraph_from_hrg_dendrogram","https://igraph.org/c/html/latest/igraph-HRG.html#igraph_from_hrg_dendrogram"
"igraph_from_prufer","https://igraph.org/c/html/latest/igraph-Generators.html#igraph_from_prufer"
"igraph_full","https://igraph.org/c/html/latest/igraph-Generators.html#igraph_full"
"igraph_full_bipartite","https://igraph.org/c/html/latest/igraph-Bipartite.html#igraph_full_bipartite"
"igraph_full_citation","https://igraph.org/c/html/latest/igraph-Generators.html#igraph_full_citation"
"igraph_full_multipartite","https://igraph.org/c/html/latest/igraph-Generators.html#igraph_full_multipartite"
"igraph_fundamental_cycles","https://igraph.org/c/html/latest/igraph-Cycles.html#igraph_fundamental_cycles"
"GAB","https://igraph.org/c/html/latest/igraph-Attributes.html#GAB"
"igraph_gabriel_graph","https://igraph.org/c/html/latest/igraph-Spatial.html#igraph_gabriel_graph"
"GAN","https://igraph.org/c/html/latest/igraph-Attributes.html#GAN"
"GAS","https://igraph.org/c/html/latest/igraph-Attributes.html#GAS"
"igraph_generalized_petersen","https://igraph.org/c/html/latest/igraph-Generators.html#igraph_generalized_petersen"
"igraph_get_adjacency","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_adjacency"
"igraph_get_adjacency_sparse","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_adjacency_sparse"
"igraph_get_all_eids_between","https://igraph.org/c/html/latest/igraph-Basic.html#igraph_get_all_eids_between"
"igraph_get_all_shortest_paths","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_all_shortest_paths"
"igraph_get_all_shortest_paths_dijkstra","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_all_shortest_paths_dijkstra"
"igraph_get_all_simple_paths","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_all_simple_paths"
"igraph_get_biadjacency","https://igraph.org/c/html/latest/igraph-Bipartite.html#igraph_get_biadjacency"
"igraph_get_edgelist","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_edgelist"
"igraph_get_eid","https://igraph.org/c/html/latest/igraph-Basic.html#igraph_get_eid"
"igraph_get_eids","https://igraph.org/c/html/latest/igraph-Basic.html#igraph_get_eids"
"igraph_get_isomorphisms_vf2","https://igraph.org/c/html/latest/igraph-Isomorphism.html#igraph_get_isomorphisms_vf2"
"igraph_get_isomorphisms_vf2_callback","https://igraph.org/c/html/latest/igraph-Isomorphism.html#igraph_get_isomorphisms_vf2_callback"
"igraph_get_k_shortest_paths","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_k_shortest_paths"
"igraph_get_laplacian","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_laplacian"
"igraph_get_laplacian_sparse","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_laplacian_sparse"
"igraph_get_shortest_path","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_shortest_path"
"igraph_get_shortest_paths","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_shortest_paths"
"igraph_get_shortest_paths_bellman_ford","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_shortest_paths_bellman_ford"
"igraph_get_shortest_paths_dijkstra","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_shortest_paths_dijkstra"
"igraph_get_shortest_path_astar","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_shortest_path_astar"
"igraph_get_shortest_path_bellman_ford","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_shortest_path_bellman_ford"
"igraph_get_shortest_path_dijkstra","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_shortest_path_dijkstra"
"igraph_get_stochastic","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_stochastic"
"igraph_get_stochastic_sparse","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_stochastic_sparse"
"igraph_get_subisomorphisms_vf2","https://igraph.org/c/html/latest/igraph-Isomorphism.html#igraph_get_subisomorphisms_vf2"
"igraph_get_subisomorphisms_vf2_callback","https://igraph.org/c/html/latest/igraph-Isomorphism.html#igraph_get_subisomorphisms_vf2_callback"
"igraph_get_widest_path","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_widest_path"
"igraph_get_widest_paths","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_get_widest_paths"
"igraph_girth","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_girth"
"igraph_global_efficiency","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_global_efficiency"
"igraph_gomory_hu_tree","https://igraph.org/c/html/latest/igraph-Flows.html#igraph_gomory_hu_tree"
"igraph_graphlets","https://igraph.org/c/html/latest/igraph-Graphlets.html#igraph_graphlets"
"igraph_graphlets_candidate_basis","https://igraph.org/c/html/latest/igraph-Graphlets.html#igraph_graphlets_candidate_basis"
"igraph_graphlets_project","https://igraph.org/c/html/latest/igraph-Graphlets.html#igraph_graphlets_project"
"igraph_graph_center","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_graph_center"
"igraph_graph_count","https://igraph.org/c/html/latest/igraph-Isomorphism.html#igraph_graph_count"
"igraph_graph_power","https://igraph.org/c/html/latest/igraph-Operators.html#igraph_graph_power"
"igraph_grg_game","https://igraph.org/c/html/latest/igraph-Games.html#igraph_grg_game"
"igraph_growing_random_game","https://igraph.org/c/html/latest/igraph-Games.html#igraph_growing_random_game"
"igraph_harmonic_centrality","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_harmonic_centrality"
"igraph_harmonic_centrality_cutoff","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_harmonic_centrality_cutoff"
"igraph_has_loop","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_has_loop"
"igraph_has_multiple","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_has_multiple"
"igraph_has_mutual","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_has_mutual"
"igraph_heap_clear","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_heap_clear"
"igraph_heap_delete_top","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_heap_delete_top"
"igraph_heap_destroy","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_heap_destroy"
"igraph_heap_empty","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_heap_empty"
"igraph_heap_init","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_heap_init"
"igraph_heap_init_array","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_heap_init_array"
"igraph_heap_push","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_heap_push"
"igraph_heap_reserve","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_heap_reserve"
"igraph_heap_size","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_heap_size"
"igraph_heap_top","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_heap_top"
"igraph_hexagonal_lattice","https://igraph.org/c/html/latest/igraph-Generators.html#igraph_hexagonal_lattice"
"igraph_hrg_consensus","https://igraph.org/c/html/latest/igraph-HRG.html#igraph_hrg_consensus"
"igraph_hrg_create","https://igraph.org/c/html/latest/igraph-HRG.html#igraph_hrg_create"
"igraph_hrg_dendrogram","https://igraph.org/c/html/latest/igraph-HRG.html#igraph_hrg_dendrogram"
"igraph_hrg_destroy","https://igraph.org/c/html/latest/igraph-HRG.html#igraph_hrg_destroy"
"igraph_hrg_fit","https://igraph.org/c/html/latest/igraph-HRG.html#igraph_hrg_fit"
"igraph_hrg_game","https://igraph.org/c/html/latest/igraph-HRG.html#igraph_hrg_game"
"igraph_hrg_init","https://igraph.org/c/html/latest/igraph-HRG.html#igraph_hrg_init"
"igraph_hrg_predict","https://igraph.org/c/html/latest/igraph-HRG.html#igraph_hrg_predict"
"igraph_hrg_resize","https://igraph.org/c/html/latest/igraph-HRG.html#igraph_hrg_resize"
"igraph_hrg_sample","https://igraph.org/c/html/latest/igraph-HRG.html#igraph_hrg_sample"
"igraph_hrg_size","https://igraph.org/c/html/latest/igraph-HRG.html#igraph_hrg_size"
"igraph_hrg_t","https://igraph.org/c/html/latest/igraph-HRG.html#igraph_hrg_t"
"igraph_hsbm_game","https://igraph.org/c/html/latest/igraph-Games.html#igraph_hsbm_game"
"igraph_hsbm_list_game","https://igraph.org/c/html/latest/igraph-Games.html#igraph_hsbm_list_game"
"igraph_hub_and_authority_scores","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_hub_and_authority_scores"
"igraph_hypercube","https://igraph.org/c/html/latest/igraph-Generators.html#igraph_hypercube"
"igraph_iea_game","https://igraph.org/c/html/latest/igraph-Games.html#igraph_iea_game"
"basic-data-types","https://igraph.org/c/html/latest/igraph-Basic.html#basic-data-types"
"basic-data-types","https://igraph.org/c/html/latest/igraph-Basic.html#basic-data-types"
"basic-data-types","https://igraph.org/c/html/latest/igraph-Basic.html#basic-data-types"
"basic-data-types","https://igraph.org/c/html/latest/igraph-Basic.html#basic-data-types"
"basic-data-types","https://igraph.org/c/html/latest/igraph-Basic.html#basic-data-types"
"basic-data-types","https://igraph.org/c/html/latest/igraph-Basic.html#basic-data-types"
"basic-data-types","https://igraph.org/c/html/latest/igraph-Basic.html#basic-data-types"
"basic-data-types","https://igraph.org/c/html/latest/igraph-Basic.html#basic-data-types"
"igraph_incident","https://igraph.org/c/html/latest/igraph-Basic.html#igraph_incident"
"igraph_inclist_clear","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_inclist_clear"
"igraph_inclist_destroy","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_inclist_destroy"
"igraph_inclist_get","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_inclist_get"
"igraph_inclist_init","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_inclist_init"
"igraph_inclist_size","https://igraph.org/c/html/latest/igraph-Data-structures.html#igraph_inclist_size"
"igraph_independence_number","https://igraph.org/c/html/latest/igraph-Cliques.html#igraph_independence_number"
"igraph_independent_vertex_sets","https://igraph.org/c/html/latest/igraph-Cliques.html#igraph_independent_vertex_sets"
"igraph_induced_subgraph","https://igraph.org/c/html/latest/igraph-Operators.html#igraph_induced_subgraph"
"igraph_induced_subgraph_edges","https://igraph.org/c/html/latest/igraph-Operators.html#igraph_induced_subgraph_edges"
"igraph_induced_subgraph_map","https://igraph.org/c/html/latest/igraph-Operators.html#igraph_induced_subgraph_map"
"igraph_intersection","https://igraph.org/c/html/latest/igraph-Operators.html#igraph_intersection"
"igraph_intersection_many","https://igraph.org/c/html/latest/igraph-Operators.html#igraph_intersection_many"
"igraph_invalidate_cache","https://igraph.org/c/html/latest/igraph-Basic.html#igraph_invalidate_cache"
"igraph_invert_permutation","https://igraph.org/c/html/latest/igraph-Isomorphism.html#igraph_invert_permutation"
"igraph_isoclass","https://igraph.org/c/html/latest/igraph-Isomorphism.html#igraph_isoclass"
"igraph_isoclass_create","https://igraph.org/c/html/latest/igraph-Isomorphism.html#igraph_isoclass_create"
"igraph_isoclass_subgraph","https://igraph.org/c/html/latest/igraph-Isomorphism.html#igraph_isoclass_subgraph"
"igraph_isocompat_t","https://igraph.org/c/html/latest/igraph-Isomorphism.html#igraph_isocompat_t"
"igraph_isohandler_t","https://igraph.org/c/html/latest/igraph-Isomorphism.html#igraph_isohandler_t"
"igraph_isomorphic","https://igraph.org/c/html/latest/igraph-Isomorphism.html#igraph_isomorphic"
"igraph_isomorphic_bliss","https://igraph.org/c/html/latest/igraph-Isomorphism.html#igraph_isomorphic_bliss"
"igraph_isomorphic_vf2","https://igraph.org/c/html/latest/igraph-Isomorphism.html#igraph_isomorphic_vf2"
"igraph_is_acyclic","https://igraph.org/c/html/latest/igraph-Cycles.html#igraph_is_acyclic"
"igraph_is_biconnected","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_is_biconnected"
"igraph_is_bigraphical","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_is_bigraphical"
"igraph_is_bipartite","https://igraph.org/c/html/latest/igraph-Bipartite.html#igraph_is_bipartite"
"igraph_is_bipartite_coloring","https://igraph.org/c/html/latest/igraph-Coloring.html#igraph_is_bipartite_coloring"
"igraph_is_chordal","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_is_chordal"
"igraph_is_clique","https://igraph.org/c/html/latest/igraph-Cliques.html#igraph_is_clique"
"igraph_is_complete","https://igraph.org/c/html/latest/igraph-Cliques.html#igraph_is_complete"
"igraph_is_connected","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_is_connected"
"igraph_is_dag","https://igraph.org/c/html/latest/igraph-Cycles.html#igraph_is_dag"
"igraph_is_directed","https://igraph.org/c/html/latest/igraph-Basic.html#igraph_is_directed"
"igraph_is_edge_coloring","https://igraph.org/c/html/latest/igraph-Coloring.html#igraph_is_edge_coloring"
"igraph_is_eulerian","https://igraph.org/c/html/latest/igraph-Cycles.html#igraph_is_eulerian"
"igraph_is_forest","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_is_forest"
"igraph_is_graphical","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_is_graphical"
"igraph_is_independent_vertex_set","https://igraph.org/c/html/latest/igraph-Cliques.html#igraph_is_independent_vertex_set"
"igraph_is_loop","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_is_loop"
"igraph_is_matching","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_is_matching"
"igraph_is_maximal_matching","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_is_maximal_matching"
"igraph_is_minimal_separator","https://igraph.org/c/html/latest/igraph-Separators.html#igraph_is_minimal_separator"
"igraph_is_multiple","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_is_multiple"
"igraph_is_mutual","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_is_mutual"
"igraph_is_perfect","https://igraph.org/c/html/latest/igraph-Coloring.html#igraph_is_perfect"
"igraph_is_same_graph","https://igraph.org/c/html/latest/igraph-Basic.html#igraph_is_same_graph"
"igraph_is_separator","https://igraph.org/c/html/latest/igraph-Separators.html#igraph_is_separator"
"igraph_is_simple","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_is_simple"
"igraph_is_tree","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_is_tree"
"igraph_is_vertex_coloring","https://igraph.org/c/html/latest/igraph-Coloring.html#igraph_is_vertex_coloring"
"igraph_join","https://igraph.org/c/html/latest/igraph-Operators.html#igraph_join"
"igraph_joint_degree_distribution","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_joint_degree_distribution"
"igraph_joint_degree_matrix","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_joint_degree_matrix"
"igraph_joint_type_distribution","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_joint_type_distribution"
"igraph_kary_tree","https://igraph.org/c/html/latest/igraph-Generators.html#igraph_kary_tree"
"igraph_kautz","https://igraph.org/c/html/latest/igraph-Generators.html#igraph_kautz"
"igraph_k_regular_game","https://igraph.org/c/html/latest/igraph-Games.html#igraph_k_regular_game"
"igraph_lapack_dgeev","https://igraph.org/c/html/latest/igraph-Linalg.html#igraph_lapack_dgeev"
"igraph_lapack_dgeevx","https://igraph.org/c/html/latest/igraph-Linalg.html#igraph_lapack_dgeevx"
"igraph_lapack_dgesv","https://igraph.org/c/html/latest/igraph-Linalg.html#igraph_lapack_dgesv"
"igraph_lapack_dgetrf","https://igraph.org/c/html/latest/igraph-Linalg.html#igraph_lapack_dgetrf"
"igraph_lapack_dgetrs","https://igraph.org/c/html/latest/igraph-Linalg.html#igraph_lapack_dgetrs"
"igraph_lapack_dsyevr","https://igraph.org/c/html/latest/igraph-Linalg.html#igraph_lapack_dsyevr"
"igraph_laplacian_normalization_t","https://igraph.org/c/html/latest/igraph-Structural.html#igraph_laplacian_normalization_t"
"igraph_laplacian_spectral_embedding","https://igraph.org/c/html/latest/igraph-Embedding.html#igraph_laplacian_spectral_embedding"
"igraph_largest_cliques","https://igraph.org/c/html/latest/igraph-Cliques.html#igraph_largest_cliques"
"igraph_largest_independent_vertex_sets","https://igraph.org/c/html/latest/igraph-Cliques.html#igraph_largest_independent_vertex_sets"
"igraph_largest_weighted_cliques","https://igraph.org/c/html/latest/igraph-Cliques.html#igraph_largest_weighted_cliques"
"igraph_lastcit_game","https://igraph.org/c/html/latest/igraph-Games.html#igraph_lastcit_game"
"igraph_layout_align","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_align"
"igraph_layout_bipartite","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_bipartite"
"igraph_layout_circle","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_circle"
"igraph_layout_davidson_harel","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_davidson_harel"
"igraph_layout_drl","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_drl"
"igraph_layout_drl_3d","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_drl_3d"
"igraph_layout_drl_default_t","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_drl_default_t"
"igraph_layout_drl_options_init","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_drl_options_init"
"igraph_layout_drl_options_t","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_drl_options_t"
"igraph_layout_fruchterman_reingold","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_fruchterman_reingold"
"igraph_layout_fruchterman_reingold_3d","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_fruchterman_reingold_3d"
"igraph_layout_gem","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_gem"
"igraph_layout_graphopt","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_graphopt"
"igraph_layout_grid","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_grid"
"igraph_layout_grid_3d","https://igraph.org/c/html/latest/igraph-Layout.html#igraph_layout_grid_3d"
